id,title,fire_name,fire_id,ignition_date,administrative_unit,tid,term_name,field_acres,field_state,preliminary_image_url,preliminary_file_url,soil_burn_image_url,soil_burn_file_url,standardized_sbs,unburned_px,low_px,moderate_px,high_px,nodata_px,centroid_lng,centroid_lat,l3_ecoregion
524,Bull Flat,Bull Flat,az3423111078220120510,05/10/2012,Tonto National Forest,1550,Tonto National Forest,2156,Arizona,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/az3423111078220120510_20120517_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/az3423111078220120510.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/az3423111078220120510_SBS.zip,az3423111078220120510/BullFlat_BurnSeverity.shp.standardized.usgs_lcc.tif,2186,5234,2317,111,7801,-110.799532742957,34.2261317927254,13.1.1
523,Gladiator,Gladiator,az3421511233820120513,05/13/2012,Prescott National Forest,1427,Prescott National Forest,16567,Arizona,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/az3421511233820120513_20120522_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/az3421511233820120513.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/az3421511233820120513_SBS.zip,az3421511233820120513/Gladiator_Fire_Final_burn_severity.shp.standardized.usgs_lcc.tif,0,30204,25586,17248,80178,-112.325357560008,34.2806805271282,13.1.1
575,Little Bear,Little Bear,nm3341910582920120604,06/04/2012,Lincoln National Forest,1226,Lincoln National Forest,39399,New Mexico,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/nm3341910582920120604_20120618_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/nm3341910582920120604.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/nm3341910582920120604_SBS.zip,nm3341910582920120604/LittleBearSBS.shp.standardized.usgs_lcc.tif,241,85706,49936,63111,119861,-105.774564594023,33.4026856940528,13.1.1
520,Mistake Peak,Mistake Peak,az3389711114620120808,08/08/2012,Tonto National Forest,1550,Tonto National Forest,5453,Arizona,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/az3389711114620120808_20120819_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/az3389711114620120808.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/az3389711114620120808_SBS.zip,az3389711114620120808/BrnSvrty_HUC6_Intrsct.shp.standardized.usgs_lcc.tif,4613,8273,4893,5880,22279,-111.108413764053,33.9235607335942,13.1.1
522,Poco,Poco,az3415011088320120614,06/14/2012,Tonto National Forest,1550,Tonto National Forest,12334,Arizona,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/az3415011088320120614_20120623_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/az3415011088320120614.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/az3415011088320120614_SBS.zip,az3415011088320120614/Poco_BurnSeverity_Revised_DissolvePoly.shp.standardized.usgs_lcc.tif,1998,25976,18725,6802,25299,-110.882592538664,34.1582844480852,13.1.1
574,Whitewater-Baldy,Whitewater-Baldy,nm3326710859220120509,05/09/2012,Gila National Forest,1117,Gila National Forest,302188,New Mexico,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/nm3326710859220120509_20120618_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/nm3326710859220120509.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/nm3326710859220120509_SBS.zip,nm3326710859220120509/WWBC_BurnSeverity_From0605BARC_0618BARC_20120627.shp.standardized.usgs_lcc.tif,40916,864417,215493,217538,1635180,-108.5449048376,33.359695612354,13.1.1
546,Cave Canyon,Cave Canyon,id4227711406020120805,08/05/2012,Sawtooth National Forest,1475,Sawtooth National Forest,89236,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4227711406020120805_20120815_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4227711406020120805.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4227711406020120805_SBS.zip,id4227711406020120805/id4227711406020120805_20110821_20120815_sbs.standardized.usgs_lcc.tif,1134559,2539238,112846,2703,47921,-114.171128432695,42.2685664972812,10.1.3
593,Church Camp,Church Camp,ut3986511069320120624,06/24/2012,Non-Forest Service Land,1617,Non-Forest Service Land,7611,Utah,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3986511069320120624_20120718_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3986511069320120624.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3986511069320120624_SBS.zip,ut3986511069320120624/ut3986511069320120624_20110611_20120718_SBS.standardized.usgs_lcc.tif,180463,41495,10555,2470,36973,-110.724493320808,39.9100127189754,10.1.6
591,Clay Springs,Clay Springs,ut3932911237920120627,06/27/2012,Non-Forest Service Land,1617,Non-Forest Service Land,92241,Utah,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3932911237920120627_20120630_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3932911237920120627.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/UT3932911237920120627_SBS.zip,ut3932911237920120627/ClaySpringsBurnSeverity.shp.standardized.usgs_lcc.tif,31919,133043,120853,74689,386998,-112.227072659984,39.4621084554855,10.1.5
603,Fontenelle,Fontenelle,wy4243611062020120624,06/24/2012,Bridger-Teton National Forest,928,Bridger-Teton National Forest,64368,Wyoming,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wy4243611062020120624_20120704_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wy4243611062020120624.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wy4243611062020120624_SBS.zip,wy4243611062020120624/Fontenelle_WYBTF000007_SoilBurnSeverity_n83u12_Clip1.standardized.usgs_lcc.tif,118,279801,2,3,214351,-110.514735718992,42.5720038239913,6.2.10
604,Horsethief,Horsethief,wy4339911075720120908,09/08/2012,Bridger-Teton National Forest,928,Bridger-Teton National Forest,3494,Wyoming,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wy4339911075720120908_20120922_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wy4339911075720120908.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wy4339911075720120908_SBS.zip,wy4339911075720120908/SoilBrnSev_HorsethiefFire.shp.standardized.usgs_lcc.tif,5251,6321,1980,1910,17382,-110.744508166792,43.428078349131,6.2.10
588,Lake Creek,Lake Creek,ut3797611156320120604,06/04/2012,Dixie National Forest,1059,Dixie National Forest,1266,Utah,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3797611156320120604_20120607_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3797611156320120604.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3797611156320120604_sbs.zip,ut3797611156320120604/ut3797611156320120604_sbs.shp.standardized.usgs_lcc.tif,1435,982,2613,31,3584,-111.552700247317,37.9781480609983,6.2.13
587,Little Pine,Little Pine,ut3752411382520120810,08/10/2012,Dixie National Forest,1059,Dixie National Forest,2321,Utah,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3752411382520120810_20120818_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3752411382520120810.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3752411382520120810_sbs.zip,ut3752411382520120810/ut3752411382520120810_sbs.shp.standardized.usgs_lcc.tif,0,4965,4217,586,10482,-113.820965380014,37.5341517798894,10.1.5
589,Lost Lake,Lost Lake,ut3823111150520120605,06/05/2012,Fishlake National Forest,1073,Fishlake National Forest,2012,Utah,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3823111150520120605_20120608_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3823111150520120605.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3823111150520120605_SBS.zip,ut3823111150520120605/LostLakeBurnSeverity.shp.standardized.usgs_lcc.tif,295,2551,4248,2453,10053,-111.496737049215,38.2437644998015,6.2.13
592,Seely,Seely,ut3949911117520120626,06/26/2012,Manti-La Sal National Forest,1250,Manti-La Sal National Forest,49578,Utah,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3949911117520120626_20120725_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3949911117520120626.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3949911117520120626_SBS.zip,ut3949911117520120626/SEELEY_FIRE_BURN_SEVERITY_FINAL.shp.standardized.usgs_lcc.tif,48644,30007,51512,82914,189143,-111.115273883503,39.5782721858923,10.1.6
586,Shingle,Shingle,ut3743511264420120702,07/02/2012,Dixie National Forest,1059,Dixie National Forest,8450,Utah,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3743511264420120702_20120709_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3743511264420120702.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut3743511264420120702_sbs.zip,ut3743511264420120702/ut3743511264420120702_sbs.shp.standardized.usgs_lcc.tif,5187,14898,12698,3614,41921,-112.602411371247,37.4386103864167,10.1.6
548,Springs Fire,Springs Fire,id4409011605220120805,08/05/2012,Boise National Forest,921,Boise National Forest,6646,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4409011605220120805_20120816_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4409011605220120805.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/id4409011605220120805_SBS.zip,id4409011605220120805/id4409011605220120805_20120802_20120816_SBS.standardized.usgs_lcc.tif,117778,271634,3692,431,94355,-116.146716425955,44.0820704061277,6.2.15
536,Chips,Chips,ca4001012127720120729,07/29/2012,Plumas National Forest,1422,Plumas National Forest,76221,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4001012127720120729_20120901_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4001012127720120729.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/CA4001012127720120729_SBS.zip,ca4001012127720120729/finalSoilBurnSeverity_disslv.shp.standardized.usgs_lcc.tif,28003,49653,139751,119438,271439,-121.248463637987,40.0416008052875,6.2.12
532,Ramsey,Ramsey,ca3837612016620120811,08/11/2012,Stanislaus National Forest,1520,Stanislaus National Forest,1217,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3837612016620120811_20120820_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3837612016620120811.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3837612016620120811_SBS.zip,ca3837612016620120811/CA_STF_Ramsey_SBS_09012012.shp.standardized.usgs_lcc.tif,304,417,1529,3018,5014,-120.157406786489,38.3942588969434,6.2.12
540,Salt Creek,Salt Creek,ca4083812232620120801,08/01/2012,Shasta-Trinity National Forest,1486,Shasta-Trinity National Forest,1247,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4083812232620120801_20120809_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4083812232620120801.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca4083812232620120801_SBS.zip,ca4083812232620120801/SaltCreek_SBS_final.shp.standardized.usgs_lcc.tif,250,680,2790,839,1901,-122.318637968038,40.8434348148452,6.2.11
529,Williams,Williams,ca3423811772220120902,09/02/2012,Angeles National Forest,862,Angeles National Forest,4311,California,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3423811772220120902_20120908_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3423811772220120902.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ca3423811772220120902_SBS.zip,ca3423811772220120902/barc256_clip.shp.standardized.usgs_lcc.tif,19034,1,2,2,13964,-117.798366068225,34.2678729517506,11.1.3
579,Barry Point,Barry Point,or4211012080120120806,08/06/2012,Fremont-Winema National Forest Supervisor Office,1095,Fremont-Winema National Forest Supervisor Office,91838,Oregon,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/or4211012080120120806_20120827_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/or4211012080120120806.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/OR4211012080120120806_SBS.zip,or4211012080120120806/OR4211012080120120806_BarryPoint.shp.standardized.usgs_lcc.tif,82399,112299,163688,57875,379755,-120.608801440522,42.0998709638668,6.2.8
581,Pole Creek,Pole Creek,or4417812169920120909,09/09/2012,Deschutes National Forest,1054,Deschutes National Forest,26937,Oregon,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/or4417812169920120909_20121005_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/or4417812169920120909.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/or4417812169920120909_SBS.zip,or4417812169920120909/or4417812169920120909_SBS.standardized.usgs_lcc.tif,27653,39331,41894,1897,143325,-121.681764297972,44.2173535044716,6.2.8
595,Pole Creek,Pole Creek,ut4051911005120120627,06/27/2012,Deschutes National Forest,1054,Deschutes National Forest,2244,Utah,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut4051911005120120627_20120701_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut4051911005120120627.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut4051911005120120627_SBS.zip,ut4051911005120120627/ut4051911005120120627_20120709_nbr6.usgs_lcc.tif,105799,1753,6453,305,255,-110.022009724196,40.559873444349,10.1.6
595,Pole Creek,Pole Creek,ut4051911005120120627,06/27/2012,Deschutes National Forest,1054,Deschutes National Forest,2244,Utah,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut4051911005120120627_20120701_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut4051911005120120627.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ut4051911005120120627_SBS.zip,ut4051911005120120627/ut4051911005120120627_20120618_20120701_SBS.standardized.usgs_lcc.tif,9047,6270,804,77,2942,-110.028669351014,40.5644993681773,10.1.6
599,Wentanchee Complex,Wentanchee Complex,wa4737112044920120909,09/09/2012,Okanogan & Wenatchee National Forest,1361,Okanogan & Wenatchee National Forest,97749,Washington,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4737112044920120909_20121010_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4737112044920120909.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/wa4737112044920120909_SBS.zip,wa4737112044920120909/wa4737112044920120909_SBS.standardized.usgs_lcc.tif,189641,98620,52067,71981,22687261,-120.499250997156,48.0412882519203,6.2.5
502,Bailey,Bailey,ID4626611489220130714,07/14/2013,Nez Perce-Clearwater,997,Nez Perce-Clearwater,2071,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4626611489220130714_20131004_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4626611489220130714.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4626611489220130714_SBS.zip,id4626611489220130714/finalburnseveritycp_b_l-CaliforniaPoint-Bailey.shp.standardized.usgs_lcc.tif,30,3061,4459,255,15540,-114.898168677987,46.2563093553617,6.2.15
503,California Point,California Point,ID4631911498620130718,07/18/2013,Nez Perce-Clearwater,997,Nez Perce-Clearwater,7666,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4631911498620130718_20131004_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4631911498620130718.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4631911498620130718_SBS.zip,id4631911498620130718/finalburnseveritycp_b_l-CaliforniaPoint-CaliforniaPoint.shp.standardized.usgs_lcc.tif,28,14409,14362,211,41865,-114.971498293608,46.3097661363148,6.2.15
501,Flat Creek,Flat Creek,ID4673511550520130811,08/11/2013,Nez Perce-Clearwater National Forests Supervisor Office,998,Nez Perce-Clearwater National Forests Supervisor Office,543,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4673511550520130811_20131004_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4673511550520130811.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4673511550520130811_SBS.zip,id4673511550520130811/flatcrfirebarcfinal1028.shp.standardized.usgs_lcc.tif,68,1766,1070,64,1777,-115.505212813857,46.7370846556664,6.2.3
504,Lake Complex,Lake Complex,ID4562711506620130814,08/14/2013,Nez Perce-Clearwater,997,Nez Perce-Clearwater,6854,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4562711506620130814_20131004_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4562711506620130814.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4562711506620130814_SBS.zip,id4562711506620130814/finalburnseveritycp_b_l-LakeComplex_and_Center.shp.standardized.usgs_lcc.tif,179,23495,22827,472,142027,-114.969039433913,45.6206351506486,6.2.15
464,Rough Creek,Rough Creek,ID4540311621420130712,07/12/2013,Nez Perce-Clearwater,997,Nez Perce-Clearwater,2721,Idaho,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4540311621420130712_20130715_post.jpg,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4540311621420130712.tar.gz,,https://edcintl.cr.usgs.gov/downloads/sciweb1/shared/MTBS_Fire/data/baer/ID4540311621420130712_SBS.zip,id4540311621420130712/RoughCreekFinalBS_07212013.standardized.usgs_lcc.tif,3170,5978,468,6,11736,-116.226594620244,45.4103328400215,6.2.9
